za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1;V2;V3;V4;V5;V6;V7_1;V7_2;V7_3;V7_4;V7_5;V7_6;V7_7;V7_8;V10_1;V10_2;V10_3;V10_4;V10_5;V12_1;V12_2;V12_3;V12_4;V12_5;V12_6
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33529274;,533567;2015/05/12;100000 bis 500000;Sachsen-Anhalt;Ost;w;51;Mittlerer Bildungsabschl;ja;vier;vier;CDU/CSU;ja;2500 bis unter 3000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;ja;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;habe gemacht;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33626184;,254174;2015/05/12;50000 bis 100000;Sachsen-Anhalt;Ost;w;49;Abitur;ja;eine Person;eine Person;CDU/CSU;ja;1000 bis unter 1500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33696538;,331797;2015/05/12;100000 bis 500000;Sachsen-Anhalt;Ost;m;37;Mittlerer Bildungsabschl;ja;eine Person;eine Person;CDU/CSU;ja;1000 bis unter 1500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;sehr gut;nein;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33793298;,404241;2015/05/12;5000 bis 20000;Sachsen-Anhalt;Ost;w;54;Studium;ja;zwei;zwei;CDU/CSU;ja;4000 bis unter 5000;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33817485;,103498;2015/05/12;20000 bis 50000;Sachsen-Anhalt;Ost;w;62;Studium;ja;eine Person;eine Person;SPD;ja;500 bis unter 1000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;nein;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33871387;,254762;2015/05/12;50000 bis 100000;Sachsen-Anhalt;Ost;w;39;Mittlerer Bildungsabschl;ja;vier;zwei;SPD;ja;5000 Euro und mehr;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34012632;1,271622;2015/05/12;100000 bis 500000;Sachsen-Anhalt;Ost;m;82;Studium;nein;zwei;zwei;SPD;ja;2000 bis unter 2500;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34098033;,250487;2015/05/12;100000 bis 500000;Sachsen-Anhalt;Ost;w;71;Studium;nein;eine Person;eine Person;Die Linke;ja;keine Angabe;Festnetz;weiß nicht, keine Angabe;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34193763;1,805256;2015/05/12;50000 bis 100000;Sachsen-Anhalt;Ost;w;73;Mittlerer Bildungsabschl;nein;zwei;zwei;SPD;ja;2000 bis unter 2500;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34238899;,518097;2015/05/12;100000 bis 500000;Thüringen;Ost;m;70;Mittlerer Bildungsabschl;nein;eine Person;eine Person;CDU/CSU;ja;1000 bis unter 1500;Festnetz;weiß nicht, keine Angabe;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34270228;,275396;2015/05/12;100000 bis 500000;Thüringen;Ost;m;67;Studium;nein;zwei;zwei;SPD;ja;1500 bis unter 2000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34412857;,467248;2015/05/12;50000 bis 100000;Thüringen;Ost;w;76;Mittlerer Bildungsabschl;nein;zwei;zwei;CDU/CSU;ja;2000 bis unter 2500;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;weiß nicht, keine Angabe;eher gut;nein;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34489353;,380897;2015/05/12;50000 bis 100000;Thüringen;Ost;w;68;Mittlerer Bildungsabschl;nein;eine Person;eine Person;würde nicht wählen;ja;500 bis unter 1000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34550121;,456315;2015/05/12;50000 bis 100000;Thüringen;Ost;w;39;Studium;ja;drei;zwei;weiß nicht, keine Angabe;ja;3000 bis unter 3500;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;weiß nicht, keine Angabe;ja;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34553071;1,911582;2015/05/12;100000 bis 500000;Thüringen;Ost;w;55;Mittlerer Bildungsabschl;ja;zwei;zwei;Die Linke;ja;1500 bis unter 2000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34609414;,179277;2015/05/12;20000 bis 50000;Thüringen;Ost;m;60;Studium;nein;eine Person;eine Person;Die Linke;ja;1500 bis unter 2000;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;habe gemacht;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34658743;1,007638;2015/05/12;20000 bis 50000;Thüringen;Ost;m;67;Mittlerer Bildungsabschl;nein;zwei;zwei;SPD;ja;1500 bis unter 2000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34731249;3,70067;2015/05/12;20000 bis 50000;Thüringen;Ost;w;47;Abitur;ja;zwei;zwei;CDU/CSU;ja;2500 bis unter 3000;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;ja;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34776683;2,09937;2015/05/12;bis 2000;Thüringen;Ost;w;66;Mittlerer Bildungsabschl;nein;zwei;zwei;CDU/CSU;ja;500 bis unter 1000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34842020;1,652684;2015/05/12;50000 bis 100000;Thüringen;Ost;w;67;Volks-, Hauptschule;nein;vier;vier;weiß nicht, keine Angabe;ja;4000 bis unter 5000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;weiß nicht, keine Angabe;ja;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher nicht zu;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;35010526;,849707;2015/05/12;20000 bis 50000;Thüringen;Ost;m;35;Mittlerer Bildungsabschl;ja;eine Person;eine Person;würde nicht wählen;ja;2500 bis unter 3000;Festnetz;weiß nicht, keine Angabe;weiß nicht, keine Angabe;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92006228;1,945245;2015/05/12;500000 und mehr;Nordrhein-Westfalen;West;w;74;Volks-, Hauptschule;nein;eine Person;eine Person;würde nicht wählen;ja;500 bis unter 1000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;habe gemacht;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92023472;,576871;2015/05/12;500000 und mehr;Nordrhein-Westfalen;West;w;50;Mittlerer Bildungsabschl;nein;vier;zwei;SPD;ja;2000 bis unter 2500;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92039001;,602335;2015/05/12;500000 und mehr;Nordrhein-Westfalen;West;m;30;Studium;ja;zwei;zwei;weiß nicht, keine Angabe;ja;2500 bis unter 3000;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92096081;,4857;2015/05/12;500000 und mehr;Nordrhein-Westfalen;West;w;67;Mittlerer Bildungsabschl;nein;eine Person;eine Person;CDU/CSU;ja;500 bis unter 1000;Festnetz;weiß nicht, keine Angabe;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;weiß nicht, keine Angabe;sehr gut;ja;stimme eher nicht zu;stimme gar nicht zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;weiß nicht, keine Angabe
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92098320;,069319;2015/05/12;5000 bis 20000;Nordrhein-Westfalen;West;m;81;Studium;nein;eine Person;eine Person;CDU/CSU;ja;2000 bis unter 2500;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund;berechtigter Grund;berechtigter Grund
